Index,Title,Genre,Tags,Languages,Type,Hidden Gem Score,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site
144,Repo Man,"Action, Comedy, Crime, Sci-Fi, Thriller","Comedies,Independent Movies,Classic Movies","English, Spanish",Movie,4.2,0,Alex Cox,Alex Cox,"Olivia Barash, Tracey Walter, Harry Dean Stanton, Emilio Estevez",R,6.9,98,82,2,3,"129,000.00",3/2/1984,2/16/2021,Edge City LLC,https://www.netflix.com/watch/60002052,https://www.imdb.com/title/tt0087995,"Once lacking purpose, delinquent Otto finds a code of honor and a higher calling when he hooks up with a band of contemporary ""knights"": the repo men.",33965,https://occ-0-2851-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABc2vvKuj1YaG7ASScbpcjS3mfSVyHozecL-Ilx21W02r82IA6y3CJnMM9rTRhbdOFpI67bzZqAuhabKNKp-68jCrkQ.jpg?r=6ec,https://m.media-amazon.com/images/M/MV5BNzdkMzVhNTgtMjlhNC00M2JkLWI3MzktYzdkNzYxNTk1NjcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=DLGrXGEMOSo,YouTube
145,For Love of the Game,"Drama, Romance, Sport","Romantic Dramas,Sports Movies,Dramas,Sports Dramas,Romantic Movies,Movies Based on Books,Romantic Favorites",English,Movie,2.6,3,Sam Raimi,"Dana Stevens, Michael Shaara","Kelly Preston, Kevin Costner, John C. Reilly, Jena Malone",PG-13,6.6,46,43,,7,"35,188,640.00",9/17/1999,2/16/2021,"Beacon Communications, Universal Pictures, Tig Productions, Mirage Enterprises",https://www.netflix.com/watch/28631670,https://www.imdb.com/title/tt0126916,An aging pitcher whose future on the mound is uncertain suddenly finds himself within reach of baseballs ultimate accomplishment: a perfect game.,31879,https://occ-0-2851-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQ7DieRA86RhiPasl25KMAejZTqvVkZnV3a-yST40Kpy5dEQyIxXGRR_rIWAOTPGT21YWaYslOkpTULYGU4aOei6JQ.jpg?r=7be,https://m.media-amazon.com/images/M/MV5BZDgzY2NkMTgtODQwZC00MWEzLWFlZjQtZTcxOTc3NzU1MDVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=KtlP12MaeuA,YouTube
146,The Crew,"Comedy, Crime","TV Comedies,US TV Shows","English, Spanish",Series,4.7,2,Michael Dinner,Barry Fanaro,"Burt Reynolds, Seymour Cassel, Dan Hedaya, Richard Dreyfuss",PG-13,5.7,20,37,1,,"13,023,075.00",8/25/2000,2/16/2021,"Touchstone Pictures, Sonnenfeld Josephson Worldwide Ent., George Litto Pictures",https://www.netflix.com/watch/81047664,https://www.imdb.com/title/tt0198386,Life in the garage swerves off track for a NASCAR crew chief and his tight-knit racing team when a new boss steps in and shakes things up.,4473,https://occ-0-2851-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTAwfXvg1GS6-vD4pAHKbrlNsTc7VyluzIz4fRm1zxDRslMo7MjUqoesgwWVhjMrx41_HxD-bCiU2WQynL4byF9MpR3UHECJYYuYjIpDRMQ8Stg4xv7Dp4YVTj8.jpg?r=bbc,https://m.media-amazon.com/images/M/MV5BMTk2NDA2NTY2MV5BMl5BanBnXkFtZTcwNjg2MjIyMQ@@._V1_SX300.jpg,,
150,The Replacement Killers,"Action, Crime, Thriller","Action & Adventure,Crime Films,Crime Action & Adventure,Gangster Films,Action Thrillers","English, Cantonese",Movie,2.3,0,Antoine Fuqua,Ken Sanzel,"Mira Sorvino, Michael Rooker, Kenneth Tsang, Yun-Fat Chow",R,6.2,36,42,,1,"19,204,929.00",2/6/1998,2/15/2021,"Columbia Pictures, WCG Entertainment Productions, Brillstein-Grey Entertainment",https://www.netflix.com/watch/60022480,https://www.imdb.com/title/tt0120008,"When hit man John Lee refuses to kill a police officers young son, replacement killers are sent in to finish the job -- and to take care of Lee.",26994,https://occ-0-1255-32.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYJLpwvgr6KRXQRNc4cyNy0SjRg6mNRb2FKqxk9j5OlTenezCsAIhPr5fUs63xuvK04GCVxzSudWzBI_SdlMqxKCaQ.jpg?r=666,https://m.media-amazon.com/images/M/MV5BYmM5YmI0NzYtNDViNi00MzIwLWJhOGUtZTJmMmY5ZmUzZmQ3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=LHFDWd8VMkM,YouTube
151,Then Came You,"Adventure, Comedy, Drama","Comedies,Romantic Films",,Movie,3.1,0,Peter Hutchings,Fergal Rock,"Nina Dobrev, Maisie Williams, Asa Butterfield, Ken Jeong",,7,59,44,,,,2/1/2019,2/15/2021,"Shout! Factory, Voltage Pictures, BCDF Pictures",https://www.netflix.com/watch/81346234,https://www.imdb.com/title/tt4859168,"To honor her husband, a widow plans to travel to their favorite movie locales but meets an innkeeper in Scotland who might give her heart a new home.",9592,https://occ-0-487-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdiYcg20u-znRJnvssef6A0AGZEk_NjgKU6pGsG3O8d8wTvqsCIGhb521R24gD3r-ggYwWvxCy-BC9JfNP5Gx0xTew.jpg?r=b57,https://m.media-amazon.com/images/M/MV5BMWY1YjIxNWEtMjNhYi00OTFlLWE0ZmMtM2NhNGJjNjE2NGNkXkEyXkFqcGdeQXVyMjMwMzk5OTI@._V1_SX300.jpg,https://www.youtube.com/watch?v=SIkRfCKd7Lc,YouTube
153,The Flower of Evil,Drama,"Dramas,French",French,Movie,6.8,0,Claude Chabrol,"Louise L. Lambrichs, Claude Chabrol, Caroline Eliacheff","Nathalie Baye, Suzanne Flon, Benoît Magimel, Bernard Le Coq",R,6.5,64,67,,2,"182,163.00",2/19/2003,2/15/2021,"France 3 Cinéma, MK2 SA, Canal Plus Image International",https://www.netflix.com/watch/60031237,https://www.imdb.com/title/tt0322289,"When François returns to his familys estate in Bordeaux, scandal and long-held secrets start to unravel as his stepmother runs for local mayor.",2966,https://occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTptq7lNjL6UKqv8dT80V5Tc2Hck6ltdkW6z5JMk4e2kLjyipJjDxNCGghdN1Hi_V3sbVlgDqQXT8GXMgDMhM6aHEw.jpg?r=053,https://m.media-amazon.com/images/M/MV5BODA1ODJmY2ItOWNiMC00MjA0LWE4NTYtMWU3NGQzNTlmMDQ2XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,,
155,Madame Bovary,"Drama, Romance","Romantic Dramas,Dramas,Romantic Movies,Movies Based on Books,Period Pieces,French","English, French, Latin, German",Movie,3.7,3,Sophie Barthes,"Felipe Marino, Gustave Flaubert, Sophie Barthes","Logan Marshall-Green, Ezra Miller, Mia Wasikowska, Rhys Ifans",R,5.7,43,52,,2,"44,235.00",6/12/2015,2/15/2021,"A-Company Filmproduktion, Scope Pictures, Left Field Ventures",https://www.netflix.com/watch/60011722,https://www.imdb.com/title/tt2334733,"A woman marries a timid doctor and immediately cheats on him, leading to their financial and emotional ruin. Based on Flauberts novel.",7708,https://occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABajzxXv15FGgXIes0HBbieLHbJZTIRoI2eA83Xqn232t0jAVqAfsZ3MCdN5i2CFJ0ojG4gB7nhzURk0Ok4vnRklRKQ.jpg?r=07d,https://m.media-amazon.com/images/M/MV5BOTcwNjMzMTU0NV5BMl5BanBnXkFtZTgwMzQ0MjUyNDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=La-clCmfWGo,YouTube
175,Lassie Come Home,"Adventure, Drama, Family","Children & Family Movies,Dramas,Adventures,Family Dramas,Family Features,Family Adventures,German Dramas,German Movies",English,Movie,6.6,0,Fred M. Wilcox,"Eric Knight, Hugo Butler","May Whitty, Edmund Gwenn, Donald Crisp, Roddy McDowall",Passed,7.1,94,78,3,2,,12/1/1943,2/11/2021,Metro-Goldwyn-Mayer,https://www.netflix.com/watch/81318124,https://www.imdb.com/title/tt0036098,"Facing trouble in a new home, a dog named Lassie takes off for an adventure to find her most beloved companion.",4973,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbdOx_Yxg1QDKjph93OeWEOTPaeDREclKIGh7hf0yA3E2XXSEC7oPdqyxr-DXw-pH3zBGZBdHMbyVsx6G_Ump-5alw.jpg?r=671,https://m.media-amazon.com/images/M/MV5BMTIwMDI4MWUtNDE5Mi00YzJkLTgxOTItMjgxMzIzODM0MWI4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,https://www.youtube.com/watch?v=FwLzSpS-JVY,YouTube
184,Mr. & Mrs. Incredible,"Action, Comedy, Crime, Thriller","Action & Adventure,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Romantic Comedies,Comedies,Romantic Films,Fantasy,Slapstick Comedies,Action Comedies,Mainland Chinese Movies","English, Spanish",Movie,3,0,Doug Liman,Simon Kinberg,"Adam Brody, Brad Pitt, Angelina Jolie, Vince Vaughn",PG-13,6.5,60,55,9,18,"186,336,279.00",6/10/2005,2/8/2021,"Regency Entertainment, New Regency Pictures, Weed Road Pictures, Summit Entertainment",https://www.netflix.com/watch/80176173,https://www.imdb.com/title/tt0356910,Two superheroes give up their day jobs for married life in a small village but discover domestic bliss is harder to pull off than fighting evil.,451482,https://occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABabAt49XPrH6tslkiQah7AiRTEvVkx8qb6BAsYG3oJMbYELdJZ3-Bzf8rNBpqD-hanYx5hGBpA4vRGwIbeX5FHd4TQ.jpg?r=889,https://m.media-amazon.com/images/M/MV5BMTUxMzcxNzQzOF5BMl5BanBnXkFtZTcwMzQxNjUyMw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=TWB_icm5M38,YouTube
204,The Assault,"Action, History, Thriller","Social Issue Dramas,Dramas,Political Dramas,Swedish Movies","French, Arabic",Movie,6.1,0,Julien Leclercq,"Gilles Cauture, Julien Leclercq, Roland Môntins, Simon Moutairou","Mélanie Bernier, Grégori Derangère, Vincent Elbaz, Aymen Saïdi",R,6.1,53,55,,,,3/9/2011,2/4/2021,"Mars Films, Labyrinthe Films",https://www.netflix.com/watch/81382169,https://www.imdb.com/title/tt1793239,"A young man undergoes a psychological evaluation after attacking a stranger. Can his aggression be traced to his childhood, or to societal oppression?",3522,https://occ-0-4039-1500.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSg8qy2QzBkN9k39zDmozcZZji4kCMhxnemeZa_pVJHftLmHqzh5iqlv98azrHABV-JdQTtdcCvLtIfa4-0lYfmnsA.jpg?r=a4a,https://m.media-amazon.com/images/M/MV5BODczNjIyMTA5NV5BMl5BanBnXkFtZTcwNzIwNTU1Nw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=o2aqaHt9Z5A,YouTube
233,Step,Documentary,"Dramas,Movies Based on Books,Japanese Movies",English,Movie,8.7,0,Amanda Lipitz,,"Chevonne Hall, Amanda Leonard, Blessin Giraldo, Gari McIntyre",PG,6.8,96,81,9,20,"1,146,292.00",8/4/2017,2/2/2021,Stick Figure Productions,https://www.netflix.com/watch/81410534,https://www.imdb.com/title/tt5758404,"This film follows ten years in the life of a widow and his young daughter as they live and grow, one step at a time, through grief, hope and love.",844,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfY09TXKqyJK-AjRG4NWpaWDThTv4a5XZE87v2_yfjF43zzsIFnYiiUmjaIo9lYwm1WQwhUVyJKy0EkvKR7OpkRWTQ.jpg?r=20c,https://m.media-amazon.com/images/M/MV5BMjAxNjY0MTk2MV5BMl5BanBnXkFtZTgwNTU2NDEwMjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=uVN4aVYA2eA,YouTube
237,Breaking News,"Action, Crime, Drama","Middle-Eastern Films,Comedies,Egyptian Movies","Cantonese, Mandarin, English",Movie,5.9,3,Johnnie To,"Tin-Shing Yip, Hing-Ka Chan","Kelly Chen, Richie Jen, Yong You, Nick Cheung",TV-14,6.7,79,63,5,11,,6/10/2004,2/2/2021,Milky Way Image,https://www.netflix.com/watch/81323777,https://www.imdb.com/title/tt0414931,"With dreams of becoming a primetime news anchor, a reporter becomes a war correspondent and takes on risky assignments exposing corruption.",5087,https://occ-0-1391-2773.1.nflxso.net/dnm/api/v6/1lcgfy_NA26l7dfd356LqCUdNPM/AAAABbQZGOzTKwBwsWz8jujOk-kUd1_Quhxh0TdcuQ1pDe1Vn9jaSRl3iAgjCn6UyMxzHbPXoY-VeTYG8D-BQjZIgJg75YPWs_03NnhGA_3bbxkDUac.jpg?r=dc8,https://m.media-amazon.com/images/M/MV5BMDNlOTY1ZTYtYWU1Ny00MDVmLWE5Y2EtNjk4YWVjNmE5MGViXkEyXkFqcGdeQXVyNjc1MzY5NDU@._V1_SX300.jpg,https://www.youtube.com/watch?v=KdQ2qPfL8JE,YouTube
240,The Great Race,"Action, Adventure, Comedy, Family, Romance, Sport, Western","Children & Family Movies,Action & Adventure,Comedies,Adventures,Classic Movies,Action Comedies,Family Features,Family Comedies",English,Movie,3.6,3,Blake Edwards,"Blake Edwards, Arthur A. Ross","Natalie Wood, Peter Falk, Jack Lemmon, Tony Curtis",Passed,7.3,74,71,3,14,,12/17/1965,2/1/2021,Warner Brothers/Seven Arts,https://www.netflix.com/watch/60011163,https://www.imdb.com/title/tt0059243,A charming daredevil challenges his wicked archrival and other quirky drivers to a wacky transcontinental road race at the turn of the 20th century.,16184,https://occ-0-3342-2568.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVK-o-W_nlDFNLgpKHcsXizud_nVQJ4bgPv8bnrzXbRPIovqi0IFUBBhjX8EnbZNC-1dW--QiUI69QzQnZ-BEG082A.jpg?r=f5b,https://m.media-amazon.com/images/M/MV5BMjg5MDU1ZjUtZjQ2ZS00MTg2LTljMzEtMjVjNDgzNjI5MmQ5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=Qng4rP5xjDE,YouTube
244,Ill Always Know What You Did Last Summer,"Action, Adventure, Fantasy, Sci-Fi","Horror Films,Films Based on Books,US Movies","English, Sanskrit",Movie,2.8,0,George Lucas,George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd",PG,6.5,52,51,26,69,"474,544,677.00",5/19/1999,2/1/2021,Lucasfilm Ltd.,https://www.netflix.com/watch/70051473,https://www.imdb.com/title/tt0120915,"When a simple Fourth of July prank goes terribly wrong and turns into a deadly tragedy, wary friends vow to take their secret to the grave.",733336,https://occ-0-2340-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa8BDV8BQL5udPybp_vk8cfI5xgJcxz7mQ4pUpds1pRGId5OgG7SxnhIAP9tWx7gZbt7Ld_Hs_XbMEpgRcl4Co042Q.jpg?r=a58,https://m.media-amazon.com/images/M/MV5BYTRhNjcwNWQtMGJmMi00NmQyLWE2YzItODVmMTdjNWI0ZDA2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=bD7bpG-zDJQ,YouTube
251,The House That Jack Built,"Crime, Drama, Horror, Thriller","Crime Movies,Independent Movies,Thriller Movies,Crime Thrillers,Danish Movies","English, German, Italian",Movie,2.8,3,Lars von Trier,"Jenle Hallund, Lars von Trier","Matt Dillon, Bruno Ganz, Uma Thurman, Siobhan Fallon Hogan",R,6.8,59,42,11,20,"258,106.00",10/17/2018,1/29/2021,"Film i Väst, Zentropa Entertainments, Eurimages, Copenhagen Film Fund, Film und Medien Stiftung NRW",https://www.netflix.com/watch/81001406,https://www.imdb.com/title/tt4003440,"On his way to hell, a serial killer — and frustrated architect — attempts to compare his brutal and increasingly bizarre murders to art.",59945,https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUYFMG8XtEuhdoYliqbyJh3w18XZQA3L6ao4TAE0qoxfbSn78e18sanQXaGszf0PyfJdz_pSCdDxX5w9xOPRKyLGJA.jpg?r=537,https://m.media-amazon.com/images/M/MV5BNDQ4Y2E5ODktODI5ZS00ZGVkLTgyZTEtNWY1ZjNiZTFjOTE3XkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,https://www.youtube.com/watch?v=8RcExsA-8FI,YouTube
252,Trolls World Tour,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Children & Family Movies,Comedies,Musicals,Family Features,Kids Music,Family Comedies,Music & Musicals,US Movies",English,Movie,3,0,"David P. Smith, Walt Dohrn","Thomas Dam, Glenn Berger, Jonathan Aibel, Elizabeth Tippet, Wallace Wolodarsky, Maya Forbes","James Corden, Rachel Bloom, Anna Kendrick, Justin Timberlake",PG,6.1,70,51,1,8,,4/10/2020,1/29/2021,DreamWorks Animation,https://www.netflix.com/watch/81198527,https://www.imdb.com/title/tt6587640,"When Barb campaigns for a nation under Rock, Queen Poppy, Branch and the gang set out to unite all the Trolls and save the genres from going extinct.",16977,https://occ-0-395-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABczGmPKqWO5CCcnqzL5DvH4XC3iqqzps6Cc9WnVdHoIycornQnjIKz7U-yGwvaJnFsVKuuBfWU4Zg8SKf6kq6aO42A.jpg?r=bd5,https://m.media-amazon.com/images/M/MV5BMTI5NmViY2YtNDk5NC00NjY2LWFlNGYtOGEwNzY1MTZmMjFmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,https://www.youtube.com/watch?v=SyTg7RIn-X8,YouTube
261,Sonic the Hedgehog,"Action, Adventure, Comedy, Sci-Fi","Children & Family Movies,Comedies,Action Comedies,Family Features,Family Comedies","English, French",Movie,2.9,0,Jeff Fowler,"Josh Miller, Pat Casey","Tika Sumpter, James Marsden, Ben Schwartz, Jim Carrey",PG,6.5,63,47,2,6,"148,974,665.00",2/14/2020,1/28/2021,"Original Film, Paramount Pictures",https://www.netflix.com/watch/80217006,https://www.imdb.com/title/tt3794354,A small-town sheriff helps an alien hedgehog with supersonic speed outrun a mad doctor who wants the creatures special powers to dominate the world.,89305,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeinOAD7TSNsouWO7rZurSbGnRIYUjAaNXLDpXdZca79KQUjV6BmcZWACZp7ORUep2po_Sjx1-6O2lAnu4RKvnxVnQ.jpg?r=1ad,https://m.media-amazon.com/images/M/MV5BMDk5Yzc4NzMtODUwOS00NTdhLTg2MjEtZTkzZjc0ZWE2MzAwXkEyXkFqcGdeQXVyMTA3MTA4Mzgw._V1_SX300.jpg,https://www.youtube.com/watch?v=szby7ZHLnkA,YouTube
284,Touch Me Not,Drama,"Dramas,Independent Movies","English, German",Movie,6.9,3,Adina Pintilie,Adina Pintilie,"Tómas Lemarquis, Laura Benson, Christian Bayerlein, Grit Uhlemann",Not Rated,5.9,59,65,4,19,"13,782.00",10/31/2018,1/24/2021,"Manekino Film, Rohfilm, Les Films de L&#39;Etranger, Agitprop",https://www.netflix.com/watch/81072750,https://www.imdb.com/title/tt4949112,"In this experimental film, a filmmaker and her characters, including a woman who dislikes being touched, explore the emotional barriers toward intimacy.",2311,https://occ-0-3017-3466.1.nflxso.net/dnm/api/v6/1lcgfy_NA26l7dfd356LqCUdNPM/AAAABZoo1bVfqUeVuxbiOR3nBV22XJdb-OP4SnN3krBcyHoApOicoXjlgur0L8s5ncwi-kUeFTQ6yCCjdphy3ToKZ4hNmK8_YLdbLz9tBArUvvjnYSw.jpg?r=74f,https://m.media-amazon.com/images/M/MV5BNGI4YzQwNzQtYjUxOC00M2Q3LTg2YjItMGU5ZjA0ZDgyMWNmXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=fQ8IKnYwK1I,YouTube
294,The Hunt,Drama,"Action & Adventure,Horror Movies,US Movies","Danish, English, Polish",Movie,4.2,0,Thomas Vinterberg,"Tobias Lindholm, Thomas Vinterberg","Mads Mikkelsen, Lasse Fogelstrøm, Annika Wedderkopp, Thomas Bo Larsen",R,8.3,93,77,37,70,"613,308.00",1/10/2013,1/24/2021,Zentropa Entertainments,https://www.netflix.com/watch/81087735,https://www.imdb.com/title/tt2106476,"In this dark horror satire, wealthy elites hunt innocent ordinary citizens for sport — until one of them turns the tables on her pursuers.",282998,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABROr2IR0hzlnKuEbpnj1EFI-ls7og8m4yXS2WHWp850KJsWx-9YN9mtHrNkBdBrPC6VSE_4U_9uMqHIAG-iqaToXwQ.jpg?r=cb4,https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=9Umv4CyxTdg,YouTube
302,Dragon,"Action, Crime, Drama, Thriller","Sci-Fi & Fantasy,Dramas,Fantasy Movies,Russian Movies",Mandarin,Movie,3.6,0,Peter Ho-Sun Chan,"Oi Wah Lam, Joyce Chan","Tang Wei, Wei Zheng, Jia-Min Li, Donnie Yen",R,7.1,85,62,14,21,"11,137.00",7/4/2011,1/22/2021,,https://www.netflix.com/watch/81386166,https://www.imdb.com/title/tt1718199,"Just as shes about to wed, a princess is kidnapped by a dragon and brought to a remote island where she discovers magic — and a new destiny.",13870,https://occ-0-2774-2773.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABb29BlFTSGoig7-cydnsrBebtsDCinGOzPxwXqHyoyaPQrBpab3KZAejAGY8t6lILiU6Mk-Ljda_LjqPKIpTJ0LdQg.jpg?r=94d,https://m.media-amazon.com/images/M/MV5BMTc4OTUxMDQ1NF5BMl5BanBnXkFtZTcwOTczMDI2OA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=fe6xIOCbcR8,YouTube
306,Im Home,"Action, Adventure, Fantasy, Sci-Fi","Mystery Programmes,Drama Programmes,Japanese TV Programmes,TV Programmes Based on Manga","English, Sanskrit",Series,2.8,2,George Lucas,George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd",PG,6.5,52,51,26,69,"474,544,677.00",5/19/1999,1/22/2021,Lucasfilm Ltd.,https://www.netflix.com/watch/81351300,https://www.imdb.com/title/tt0120915,An elite businessman and father embarks on a journey of self-discovery after waking from a coma unable to recall the five years before his accident.,733336,https://occ-0-2188-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUqhq_E8nYAkUbCmS4rUrxSTB4ZfsBxY6YnJK-uSQpT5D4WAG20sCxkDL7EivL3dTy3xsXf5rC4FAKKEpG2qFuqtVg.jpg?r=f7f,https://m.media-amazon.com/images/M/MV5BYTRhNjcwNWQtMGJmMi00NmQyLWE2YzItODVmMTdjNWI0ZDA2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,,
308,Affliction,"Drama, Mystery, Thriller","Horror Films,Indonesian Films",English,Movie,4,0,Paul Schrader,"Russell Banks, Paul Schrader","Holmes Osborne, Jim True-Frost, Brigid Tierney, Nick Nolte",R,7,88,79,8,19,"6,330,054.00",2/19/1999,1/21/2021,"JVC Entertainment, Largo Entertainment",https://www.netflix.com/watch/81393298,https://www.imdb.com/title/tt0118564,"During a haunting visit with her family, a grieving wife tries to uncover the disturbing reasons behind her mother-in-laws deteriorating condition.",15218,https://occ-0-2188-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYHjMdoiEuTMHjbPybxYFRn7F3joLm8STlyU7m6kpELJY-zkpkEIITWcZkugfJOLIKTstlFvUj_zgZpqgGC3QTDWEw.jpg?r=1de,https://m.media-amazon.com/images/M/MV5BOWFlM2M3YTEtNGRiNi00Y2ZmLWI3YjYtZGFlMDQ4YzA5MTcyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=yBvzSs2qo1c,YouTube
325,"So Im a Spider, So What?","Comedy, Romance","Action Anime,Anime Series,Sci-Fi & Fantasy Anime,Anime based on Light Novels","English, Russian",Series,2.8,2,Thomas Schlamme,Robbie Fox,"Nancy Travis, Mike Myers, Amanda Plummer, Anthony LaPaglia",PG-13,6.4,51,54,,,"11,585,483.00",7/30/1993,1/16/2021,"TriStar Pictures, Fried/Woods Films",https://www.netflix.com/watch/81392169,https://www.imdb.com/title/tt0108174,A high school girl suddenly reincarnated as a lowly spider in a dangerous fantasy world must use her human wiles and relentless positivity to survive.,33496,https://occ-0-3208-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTMfXMy-eGihjp9yWkufr4or8y4VQPuLqi7T6XyBcOuDAU5boTnDbM4gMMTSWRJudeh2OVDfaQ2hN3cnIU77217F5sq3m38n0oLFnSMx8yffCdXGBB937-LrmUT9UJ-czqiAPo7R80M.jpg?r=af7,https://m.media-amazon.com/images/M/MV5BODIxNzJhYjUtZWYwOC00YjI2LWI1ZDgtMDVjMjY3ODUyOGZjXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,,
345,Wish You,"Drama, Mystery","Romantic Dramas,Korean Movies,Dramas,LGBTQ Movies,Romantic Movies","English, Vietnamese, Khmer",Movie,5.6,0,Kieran Darcy-Smith,"Felicity Price, Kieran Darcy-Smith","Teresa Palmer, Joel Edgerton, Felicity Price, Antony Starr",R,5.9,72,60,10,23,"46,347.00",6/7/2013,1/15/2021,"Aquarius Films, Blue-Tongue Films",https://www.netflix.com/watch/81397897,https://www.imdb.com/title/tt1684925,"Singing and dreaming together, a talented singer-songwriter and a same-aged keyboardist add harmony and love to each other’s lives.",5228,https://occ-0-4039-1500.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbjMU9QdiaJOtfO3jXF0k2Io2-quraWj-oIdkP2stE0ei_wqyW-F0XxdRYtrXtqP2BjIp2frpRxAvWijJdWCxrpRow.jpg?r=9b4,https://m.media-amazon.com/images/M/MV5BMTYzNzY5Njg1MV5BMl5BanBnXkFtZTcwNzU0OTIzOQ@@._V1_SX300.jpg,,
